,credit_risk,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,present_residence,property,age,number_credits,telephone
13,1,-0.45902624,2.044610998,0.420293064,1.757667386,1.588034325,0.168067203,-1.973996978,-0.870183334,0.449326475,1.046986678,1.564280653,-0.401673827,-0.736573045,1.21459768
14,1,-1.254565649,-0.217439615,-0.503427956,0.263475785,-0.270127707,1.721215264,0.510059622,-0.870183334,1.862302812,1.046986678,0.611612776,-1.123865223,1.138296382,-0.823317891
15,1,-1.254565649,-1.348464922,-0.503427956,0.263475785,0.155571478,0.81268189,-0.317959245,-0.870183334,0.449326475,0.140504706,-1.293722976,0.771887191,-0.736573045,-0.823317891
16,1,-1.254565649,-0.877204377,1.344014083,-1.230715815,0.696607666,-0.740466171,-0.317959245,-1.764513585,0.449326475,-0.765977267,-1.293722976,0.410791493,1.138296382,-0.823317891
17,1,-0.45902624,-0.217439615,-0.503427956,0.263475785,0.419314077,0.81268189,-1.145978112,-1.764513585,1.862302812,0.140504706,-1.293722976,-0.943317374,-0.736573045,-0.823317891
18,1,-0.45902624,1.479098345,1.344014083,0.263475785,-0.013949928,-0.740466171,1.338078489,0.918477168,0.449326475,1.046986678,-1.293722976,0.049695795,-0.736573045,-0.823317891
19,1,1.13205258,-0.877204377,1.344014083,-1.230715815,1.52294244,-0.740466171,-0.317959245,-1.764513585,0.449326475,1.046986678,-0.3410551,0.320517569,1.138296382,-0.823317891
20,1,-1.254565649,-1.348464922,1.344014083,-1.230715815,0.602548949,-0.740466171,-0.317959245,-1.764513585,0.449326475,0.140504706,-1.293722976,0.13996972,2.468537409,-0.823317891
21,1,-0.45902624,-0.782952268,1.344014083,-1.230715815,0.381079844,-0.740466171,-1.145978112,-1.764513585,0.449326475,0.140504706,-1.293722976,1.223256813,1.138296382,-0.823317891
22,0,-0.45902624,1.479098345,-0.503427956,1.259603519,0.013148795,-0.740466171,-1.145978112,0.918477168,0.449326475,-1.67245924,1.564280653,-0.221125978,-0.736573045,-0.823317891
23,1,-0.45902624,-0.782952268,1.344014083,0.761539652,-0.688072096,-0.740466171,0.510059622,0.918477168,0.449326475,0.140504706,-0.3410551,-0.853043449,-0.736573045,-0.823317891
24,1,-1.254565649,-1.348464922,1.344014083,-1.230715815,0.941671073,1.721215264,-1.145978112,-1.764513585,0.449326475,0.140504706,-1.293722976,0.771887191,1.138296382,-0.823317891
25,1,-0.45902624,-0.877204377,0.420293064,0.263475785,0.957454514,-0.740466171,0.510059622,-0.870183334,0.449326475,1.046986678,-0.3410551,1.403804662,-0.736573045,-0.823317891
26,1,-1.254565649,-0.782952268,-0.503427956,-0.234588081,-1.750535552,-0.740466171,1.338078489,0.918477168,-0.963649862,1.046986678,-0.3410551,-1.033591298,-0.736573045,-0.823317891
27,1,-0.45902624,-1.065708595,1.344014083,0.263475785,-0.974088973,-0.740466171,1.338078489,-0.870183334,0.449326475,1.046986678,-1.293722976,0.13996972,2.468537409,-0.823317891
28,1,1.13205258,-0.500195942,-0.503427956,-1.230715815,0.557374052,1.721215264,-0.317959245,0.024146917,0.449326475,-0.765977267,1.564280653,-0.582221676,-0.736573045,-0.823317891
29,1,0.33651317,2.044610998,1.344014083,-0.732651948,0.964568762,-0.740466171,1.338078489,0.918477168,0.449326475,1.046986678,1.564280653,1.855174285,-0.736573045,-0.823317891
30,1,0.33651317,0.913585691,1.344014083,0.263475785,0.333644531,-0.740466171,1.338078489,0.918477168,0.449326475,1.046986678,-0.3410551,1.042708965,-0.736573045,-0.823317891
31,1,1.13205258,1.479098345,1.344014083,-1.230715815,0.549312008,-0.740466171,0.510059622,0.918477168,0.449326475,1.046986678,0.611612776,0.13996972,1.138296382,1.21459768
32,1,1.13205258,1.479098345,1.344014083,-1.230715815,1.402092521,-0.740466171,1.338078489,0.918477168,0.449326475,1.046986678,0.611612776,-0.130852054,1.138296382,1.21459768
33,1,1.13205258,0.348073038,-0.503427956,0.263475785,-0.734724086,0.81268189,0.510059622,0.918477168,-0.963649862,-1.67245924,0.611612776,-0.6724956,-0.736573045,-0.823317891
34,1,-1.254565649,-0.500195942,-0.503427956,-1.230715815,-0.430316159,-0.740466171,-1.145978112,-0.870183334,0.449326475,0.140504706,-1.293722976,0.049695795,-0.736573045,-0.823317891
35,1,-1.254565649,-1.348464922,1.344014083,-1.230715815,-1.374051129,-0.740466171,1.338078489,-1.764513585,-0.963649862,1.046986678,1.564280653,0.320517569,1.138296382,1.21459768
36,1,1.13205258,-0.782952268,1.344014083,-1.230715815,-0.621870734,-0.740466171,1.338078489,0.918477168,0.449326475,-1.67245924,-1.293722976,0.230243644,1.138296382,-0.823317891
37,1,1.13205258,-0.782952268,1.344014083,0.263475785,-0.271534238,-0.740466171,1.338078489,-0.870183334,0.449326475,-0.765977267,1.564280653,-0.853043449,1.138296382,-0.823317891
38,1,1.13205258,-0.217439615,-0.503427956,-0.732651948,0.487476677,1.721215264,-0.317959245,-0.870183334,0.449326475,-1.67245924,-0.3410551,-0.401673827,-0.736573045,1.21459768
39,1,1.13205258,0.348073038,1.344014083,-0.732651948,0.671848872,-0.740466171,1.338078489,0.918477168,-0.963649862,-0.765977267,0.611612776,0.501065418,1.138296382,1.21459768
40,1,1.13205258,-0.782952268,1.344014083,1.259603519,-1.174375432,1.721215264,0.510059622,0.918477168,-0.963649862,1.046986678,-1.293722976,-1.123865223,1.138296382,-0.823317891
41,1,-1.254565649,0.348073038,-0.503427956,1.757667386,-0.403695564,-0.740466171,1.338078489,0.918477168,-0.963649862,1.046986678,-1.293722976,2.035722134,-0.736573045,1.21459768
42,1,1.13205258,-0.217439615,1.344014083,-1.230715815,-1.131362283,-0.740466171,-0.317959245,0.918477168,-0.963649862,0.140504706,-1.293722976,0.049695795,1.138296382,-0.823317891
43,1,-0.45902624,0.348073038,1.344014083,1.757667386,0.244148879,1.721215264,0.510059622,0.918477168,0.469326,0.140504706,1.564280653,-0.130852054,1.138296382,1.21459768
44,1,-0.45902624,-0.217439615,-0.503427956,1.757667386,-0.877405903,1.721215264,-0.317959245,0.918477168,0.449326475,1.046986678,1.564280653,2.306543907,-0.736573045,-0.823317891
45,0,-1.254565649,-0.217439615,-0.503427956,-1.230715815,-0.902897083,-0.740466171,-1.145978112,0.918477168,-0.963649862,0.140504706,0.611612776,-1.123865223,-0.736573045,1.21459768
46,1,1.13205258,0.348073038,-0.503427956,1.757667386,-0.856702092,-0.740466171,0.510059622,0.918477168,0.449326475,-1.67245924,-1.293722976,-0.943317374,-0.736573045,1.21459768
47,0,1.13205258,-0.217439615,1.344014083,1.757667386,-0.321701241,0.168067203,-0.317959245,0.918477168,-0.963649862,-0.765977267,-1.293722976,-0.491947751,1.138296382,-0.823317891
48,1,1.13205258,0.348073038,-0.503427956,-1.230715815,-0.641118417,0.168067203,-1.145978112,0.918477168,1.862302812,0.140504706,-1.293722976,-0.221125978,-0.736573045,1.21459768
49,1,-1.254565649,0.348073038,1.344014083,1.757667386,-0.728804417,0.168067203,0.510059622,0.918477168,0.449326475,-1.67245924,-1.293722976,-0.853043449,1.138296382,1.21459768
50,1,1.13205258,-0.782952268,-0.503427956,-1.230715815,-1.775788612,-0.740466171,-0.317959245,0.918477168,-2.376626198,-0.765977267,-1.293722976,1.223256813,-0.736573045,-0.823317891
51,1,0.33651317,1.479098345,-0.503427956,0.263475785,0.689678787,-0.740466171,-0.317959245,-0.870183334,0.449326475,-0.765977267,-1.293722976,-1.123865223,-0.736573045,1.21459768
52,1,1.13205258,-1.065708595,1.344014083,-1.230715815,-0.893976352,-0.740466171,-0.317959245,0.024146917,0.449326475,-1.67245924,-1.293722976,-0.491947751,1.138296382,-0.823317891
53,1,1.13205258,-0.782952268,1.344014083,0.263475785,-0.017448487,1.721215264,1.338078489,-1.764513585,0.449326475,1.046986678,-1.293722976,1.223256813,-0.736573045,1.21459768
54,1,1.13205258,0.348073038,-0.503427956,-0.732651948,1.338685898,1.721215264,1.338078489,0.024146917,0.449326475,1.046986678,0.611612776,0.501065418,-0.736573045,1.21459768
55,1,-1.254565649,-0.782952268,1.344014083,0.263475785,-2.466341676,-0.740466171,0.510059622,0.918477168,-0.963649862,0.140504706,-1.293722976,2.035722134,3.013165808,1.21459768
56,1,1.13205258,-0.782952268,1.344014083,0.263475785,-0.483526267,-0.740466171,1.338078489,-0.870183334,0.449326475,1.046986678,-1.293722976,2.487091756,1.138296382,1.21459768
57,1,-1.254565649,-0.500195942,-0.503427956,0.263475785,-1.098678962,-0.740466171,-1.145978112,0.918477168,1.862302812,-0.765977267,-1.293722976,-0.762769525,-0.736573045,-0.823317891
58,1,1.13205258,0.065316711,-0.503427956,0.263475785,0.396674919,1.721215264,1.338078489,0.918477168,0.449326475,0.140504706,-0.3410551,0.501065418,-0.736573045,1.21459768
59,1,1.13205258,1.479098345,-0.503427956,-1.230715815,0.361331399,1.721215264,-0.317959245,0.918477168,0.449326475,1.046986678,-1.293722976,0.049695795,-0.736573045,-0.823317891
60,1,1.13205258,-0.782952268,1.344014083,-1.230715815,-0.963520834,0.81268189,-0.317959245,0.918477168,0.449326475,1.046986678,-1.293722976,0.771887191,-0.736573045,1.21459768
61,1,1.13205258,0.348073038,-0.503427956,-0.732651948,0.171926291,-0.740466171,-1.145978112,0.918477168,-0.963649862,-1.67245924,1.564280653,-0.582221676,-0.736573045,1.21459768
62,1,1.13205258,2.044610998,1.344014083,0.263475785,0.565769112,1.721215264,1.338078489,0.918477168,0.449326475,-1.67245924,-1.293722976,1.042708965,-0.736573045,1.21459768
63,1,1.13205258,1.479098345,0.420293064,-1.230715815,1.64092565,-0.740466171,1.338078489,-0.870183334,0.449326475,-0.765977267,0.611612776,0.862161116,1.138296382,1.21459768
64,1,-1.254565649,-0.782952268,0.420293064,-1.230715815,-0.766737829,-0.740466171,-0.317959245,0.918477168,0.449326475,-0.765977267,-1.293722976,0.681613267,1.138296382,-0.823317891
65,1,1.13205258,-1.348464922,1.344014083,0.263475785,-0.879603679,0.168067203,-0.317959245,-1.764513585,-0.963649862,-1.67245924,-0.3410551,-0.762769525,1.138296382,-0.823317891
66,1,1.13205258,-0.782952268,-0.503427956,0.263475785,0.360447006,-0.740466171,-0.317959245,-0.870183334,0.449326475,1.046986678,0.611612776,1.494078587,-0.736573045,1.21459768
67,1,1.13205258,0.348073038,-0.503427956,0.263475785,-0.045169403,-0.740466171,0.510059622,0.918477168,0.449326475,-0.765977267,0.611612776,-0.6724956,-0.736573045,1.21459768
68,1,-0.45902624,-0.782952268,-0.503427956,0.263475785,-0.557870984,-0.740466171,-0.317959245,-1.764513585,-0.963649862,-1.67245924,0.611612776,-1.214139147,-0.736573045,1.21459768
69,1,1.13205258,0.348073038,0.420293064,-1.230715815,-0.204267972,-0.740466171,1.338078489,0.918477168,0.449326475,1.046986678,1.564280653,2.216269983,1.138296382,1.21459768
70,1,-0.45902624,0.065316711,1.344014083,-0.234588081,0.20505009,1.312683887,0.510059622,0.024146917,0.449326475,-0.765977267,0.611612776,-0.311399902,1.138296382,1.21459768
71,1,1.13205258,0.913585691,-0.503427956,0.263475785,-0.319512885,1.721215264,1.338078489,0.918477168,0.449326475,1.046986678,0.611612776,2.035722134,-0.736573045,1.21459768
72,1,1.13205258,1.479098345,-0.503427956,0.263475785,-0.036260832,0.81268189,1.338078489,0.918477168,0.449326475,1.046986678,0.611612776,0.320517569,-0.736573045,-0.823317891
73,1,1.13205258,0.348073038,-0.503427956,-0.234588081,-1.269091305,1.721215264,0.510059622,0.918477168,0.449326475,-0.765977267,0.611612776,-0.401673827,-0.736573045,1.21459768
74,1,0.33651317,-0.782952268,-0.503427956,0.263475785,0.495912153,1.721215264,1.338078489,-0.870183334,0.449326475,0.140504706,0.611612776,0.13996972,-0.736573045,-0.823317891
75,1,-0.45902624,-1.065708595,-0.503427956,-0.234588081,-0.205608052,1.721215264,0.510059622,-0.870183334,0.449326475,-1.67245924,0.611612776,-1.033591298,-0.736573045,1.21459768
76,1,1.13205258,0.065316711,1.344014083,-0.732651948,0.445328535,-0.740466171,1.338078489,-1.764513585,0.449326475,1.046986678,0.611612776,0.049695795,-0.736573045,1.21459768
77,1,1.13205258,0.348073038,1.344014083,-1.230715815,-0.267318997,1.312683887,1.338078489,0.918477168,0.449326475,1.046986678,-1.293722976,2.216269983,-0.736573045,1.21459768
78,1,-1.254565649,0.065316711,1.344014083,-1.230715815,-0.527814095,-0.740466171,1.338078489,0.918477168,1.862302812,0.140504706,0.611612776,-0.491947751,1.138296382,1.21459768
79,1,1.13205258,-0.500195942,-0.503427956,0.263475785,-0.240233508,1.721215264,1.338078489,0.918477168,0.449326475,-0.765977267,0.611612776,-0.040578129,-0.736573045,-0.823317891
80,1,1.13205258,0.348073038,1.344014083,-1.230715815,-0.210981603,-0.740466171,-0.317959245,0.918477168,-0.963649862,1.046986678,0.611612776,0.13996972,-0.736573045,1.21459768
81,1,1.13205258,1.479098345,1.344014083,0.263475785,0.472893144,1.721215264,1.338078489,0.918477168,0.449326475,-0.765977267,0.611612776,1.403804662,-0.736573045,1.21459768
82,1,-0.45902624,-0.217439615,-0.503427956,-1.230715815,1.238714855,0.168067203,-0.317959245,-0.870183334,0.449326475,-0.765977267,0.611612776,-0.491947751,1.138296382,1.21459768
83,1,0.33651317,-0.500195942,1.344014083,-0.732651948,-0.000621454,0.81268189,-0.317959245,-0.870183334,0.449326475,-0.765977267,0.611612776,0.049695795,-0.736573045,1.21459768
84,1,1.13205258,-0.500195942,1.344014083,-0.234588081,-0.599306051,1.721215264,1.338078489,0.918477168,0.449326475,1.046986678,-0.3410551,2.487091756,-0.736573045,-0.823317891
85,1,-1.254565649,-0.782952268,-0.503427956,-1.230715815,0.593260321,1.312683887,-0.317959245,-1.764513585,0.449326475,0.140504706,-0.3410551,-0.401673827,-0.736573045,-0.823317891
86,1,1.13205258,0.348073038,1.344014083,-0.732651948,-0.008718888,-0.740466171,0.510059622,0.918477168,0.449326475,0.140504706,0.611612776,-0.040578129,1.138296382,1.21459768
87,1,1.13205258,1.479098345,0.420293064,0.263475785,0.863865628,-0.740466171,-0.317959245,0.918477168,-0.963649862,1.046986678,-1.293722976,-0.130852054,1.138296382,-0.823317891
88,1,-1.254565649,-1.348464922,1.344014083,-1.230715815,-1.721653705,1.312683887,0.510059622,0.024146917,-0.963649862,1.046986678,-1.293722976,0.320517569,1.138296382,1.21459768
89,1,-0.45902624,0.348073038,0.420293064,-1.230715815,-0.249894626,1.721215264,-0.317959245,0.918477168,-0.963649862,1.046986678,0.611612776,0.591339342,1.138296382,1.21459768
90,1,-0.45902624,-0.782952268,1.344014083,-1.230715815,-0.229275528,0.168067203,-1.145978112,0.918477168,0.449326475,-1.67245924,0.611612776,-0.762769525,-0.736573045,-0.823317891
91,1,-0.45902624,0.913585691,-0.503427956,0.263475785,0.321864236,1.721215264,1.338078489,-0.870183334,-0.963649862,1.046986678,0.611612776,-0.943317374,-0.736573045,-0.823317891
92,1,-0.45902624,0.913585691,-2.350869994,1.757667386,0.79072725,-0.740466171,-0.317959245,-0.870183334,-0.963649862,-1.67245924,0.611612776,-0.6724956,1.138296382,-0.823317891
93,1,-1.254565649,-1.065708595,-0.503427956,0.263475785,-0.746641202,-0.740466171,0.510059622,0.024146917,0.449326475,1.046986678,-1.293722976,2.125996058,-0.736573045,-0.823317891
94,1,-0.45902624,-0.217439615,1.344014083,-0.234588081,1.348997251,-0.740466171,1.338078489,-0.870183334,0.449326475,-1.67245924,1.564280653,0.501065418,-0.736573045,1.21459768
95,1,1.13205258,0.630829365,1.344014083,-0.234588081,0.885694099,1.312683887,-1.145978112,0.918477168,0.449326475,-0.765977267,-1.293722976,-0.311399902,1.138296382,1.21459768
96,1,-0.45902624,-0.782952268,1.344014083,0.263475785,0.563865684,-0.740466171,-0.317959245,-1.764513585,-0.963649862,-1.67245924,-1.293722976,-1.123865223,-0.736573045,-0.823317891
97,0,-0.45902624,1.479098345,0.420293064,1.757667386,0.86417121,-0.740466171,-0.317959245,-0.870183334,-2.376626198,-0.765977267,-1.293722976,-0.491947751,1.138296382,1.21459768
98,1,-1.254565649,-1.065708595,-0.503427956,-0.234588081,-0.13634105,-0.740466171,-0.317959245,0.024146917,0.449326475,-0.765977267,-1.293722976,-0.943317374,-0.736573045,-0.823317891
99,1,-0.45902624,2.044610998,1.344014083,1.757667386,1.258984882,-0.740466171,0.510059622,-0.870183334,-0.963649862,-1.67245924,-1.293722976,0.501065418,1.138296382,-0.823317891
100,1,1.13205258,0.348073038,1.344014083,-0.234588081,0.639442875,1.312683887,-0.317959245,0.918477168,0.449326475,1.046986678,-1.293722976,0.410791493,-0.736573045,1.21459768
101,1,-1.254565649,-0.500195942,-0.503427956,1.757667386,-1.462238032,-0.740466171,-0.317959245,0.918477168,-0.963649862,1.046986678,-0.3410551,-1.214139147,-0.736573045,-0.823317891
102,1,-0.45902624,0.348073038,0.420293064,1.757667386,0.940516017,1.721215264,-0.317959245,0.918477168,0.449326475,-0.765977267,-0.3410551,-0.130852054,1.138296382,1.21459768
103,1,-0.45902624,1.479098345,0.420293064,-1.230715815,1.560832,-0.740466171,-0.317959245,-0.870183334,-0.963649862,-0.765977267,-0.3410551,1.674626436,-0.736573045,-0.823317891
104,1,1.13205258,0.348073038,1.344014083,0.263475785,-0.331224972,-0.740466171,0.510059622,0.918477168,1.862302812,-0.765977267,0.611612776,-0.221125978,1.138296382,1.21459768
105,1,1.13205258,0.348073038,-0.503427956,-1.230715815,-0.718018088,-0.740466171,-0.317959245,-0.870183334,0.449326475,-0.765977267,-1.293722976,-0.401673827,-0.736573045,1.21459768
106,1,1.13205258,-0.782952268,1.344014083,1.757667386,-0.699586091,-0.740466171,-0.317959245,0.918477168,-0.963649862,-0.765977267,-1.293722976,-0.582221676,1.138296382,1.21459768
107,1,1.13205258,-0.217439615,-0.503427956,0.263475785,-0.642041795,-0.740466171,-1.145978112,0.024146917,1.862302812,1.046986678,-1.293722976,0.320517569,-0.736573045,1.21459768
108,1,1.13205258,0.348073038,-0.503427956,0.263475785,-0.587718562,-0.740466171,-1.145978112,0.918477168,-0.963649862,0.140504706,0.611612776,0.230243644,-0.736573045,1.21459768
109,1,1.13205258,-0.782952268,1.344014083,1.757667386,-0.217728504,1.721215264,0.510059622,0.918477168,-0.963649862,-0.765977267,0.611612776,2.306543907,-0.736573045,-0.823317891
110,0,-1.254565649,-0.500195942,-0.503427956,-1.230715815,0.703501462,-0.740466171,-0.317959245,0.024146917,-0.963649862,-0.765977267,-0.3410551,-0.582221676,-0.736573045,1.21459768
111,1,-1.254565649,-1.348464922,-0.503427956,-0.234588081,-2.322538361,-0.740466171,1.338078489,-0.870183334,-0.963649862,-1.67245924,-0.3410551,1.223256813,-0.736573045,1.21459768
112,1,-0.45902624,-0.782952268,1.344014083,-1.230715815,0.002834187,0.81268189,0.510059622,0.024146917,-2.376626198,0.140504706,0.611612776,0.049695795,-0.736573045,1.21459768
113,1,1.13205258,-0.782952268,-0.503427956,-0.234588081,-1.536789353,-0.740466171,-0.317959245,0.918477168,-0.963649862,-1.67245924,-1.293722976,-0.853043449,-0.736573045,1.21459768
114,1,-0.45902624,0.065316711,-0.503427956,-0.234588081,0.709333868,1.721215264,0.510059622,-0.870183334,0.449326475,0.140504706,0.611612776,-0.040578129,-0.736573045,1.21459768
115,1,-0.45902624,-0.217439615,-0.503427956,-1.230715815,1.327208986,-0.740466171,0.510059622,0.024146917,0.449326475,0.140504706,-1.293722976,-0.6724956,-0.736573045,-0.823317891
116,1,-0.45902624,-1.065708595,1.344014083,-0.234588081,-0.282129791,-0.740466171,0.510059622,0.918477168,0.449326475,0.140504706,0.611612776,-0.040578129,-0.736573045,1.21459768
117,1,1.13205258,0.348073038,-0.503427956,-0.732651948,0.132757937,1.312683887,-0.317959245,-0.870183334,-0.963649862,1.046986678,0.611612776,-0.6724956,-0.736573045,1.21459768
118,1,1.13205258,-1.065708595,1.344014083,1.757667386,-1.258881667,0.81268189,1.338078489,0.918477168,0.449326475,-0.765977267,0.611612776,1.494078587,1.138296382,1.21459768
119,1,1.13205258,0.348073038,-0.503427956,-0.234588081,0.35379569,0.81268189,1.338078489,0.918477168,0.449326475,0.140504706,1.564280653,-0.311399902,-0.736573045,1.21459768
120,1,-0.45902624,1.479098345,-0.503427956,0.263475785,0.964284905,-0.740466171,-1.145978112,0.918477168,-0.963649862,-1.67245924,1.564280653,-0.491947751,-0.736573045,1.21459768
121,1,1.13205258,1.479098345,1.344014083,-0.732651948,1.233133887,-0.740466171,1.338078489,-0.870183334,0.449326475,-0.765977267,-0.3410551,-0.040578129,1.138296382,1.21459768
122,1,-0.45902624,-1.348464922,-0.503427956,0.263475785,-0.183663637,-0.740466171,-1.145978112,0.918477168,1.862302812,0.140504706,0.611612776,-0.491947751,-0.736573045,1.21459768
123,1,1.13205258,-0.500195942,1.344014083,0.263475785,-0.655035285,-0.740466171,-0.317959245,0.918477168,-0.963649862,-0.765977267,0.611612776,0.681613267,-0.736573045,-0.823317891
124,1,1.13205258,-0.500195942,-0.503427956,0.263475785,-0.906257484,0.81268189,1.338078489,0.918477168,0.449326475,0.140504706,-0.3410551,1.042708965,-0.736573045,1.21459768
125,1,1.13205258,0.348073038,1.344014083,0.263475785,1.049029163,-0.740466171,-1.145978112,0.024146917,1.862302812,0.140504706,1.564280653,1.042708965,2.468537409,1.21459768
126,1,1.13205258,-0.500195942,-0.503427956,0.761539652,-1.352090624,1.721215264,-1.145978112,0.918477168,-0.963649862,-1.67245924,-1.293722976,-1.033591298,-0.736573045,-0.823317891
127,1,1.13205258,-1.348464922,-0.503427956,-0.234588081,0.315935644,0.81268189,-0.317959245,-1.764513585,0.449326475,-0.765977267,0.611612776,-0.311399902,-0.736573045,1.21459768
128,1,1.13205258,-0.217439615,-0.503427956,-1.230715815,-0.354207916,-0.740466171,-0.317959245,-0.870183334,1.862302812,-0.765977267,-0.3410551,-0.491947751,-0.736573045,1.21459768
129,1,1.13205258,0.348073038,1.344014083,0.263475785,0.266606494,0.168067203,1.338078489,0.024146917,0.449326475,1.046986678,-1.293722976,0.049695795,-0.736573045,1.21459768
130,1,0.33651317,0.348073038,-0.503427956,-0.234588081,-0.27788167,-0.740466171,-0.317959245,-0.870183334,0.449326475,-0.765977267,-1.293722976,-0.853043449,-0.736573045,-0.823317891
131,1,1.13205258,-0.217439615,-0.503427956,-0.234588081,0.085951017,-0.740466171,-0.317959245,0.024146917,0.449326475,1.046986678,-1.293722976,0.681613267,-0.736573045,1.21459768
132,1,0.33651317,-1.348464922,-0.503427956,-0.234588081,-0.149143417,-0.740466171,-0.317959245,-0.870183334,0.449326475,-0.765977267,-1.293722976,0.501065418,-0.736573045,1.21459768
133,1,1.13205258,-0.217439615,-0.503427956,0.263475785,-0.660642109,-0.740466171,-1.145978112,0.024146917,-0.963649862,-1.67245924,-1.293722976,-0.853043449,-0.736573045,-0.823317891
134,1,1.13205258,-0.971456486,-0.503427956,-1.230715815,-0.746641202,-0.740466171,-0.317959245,-0.870183334,-0.963649862,1.046986678,0.611612776,2.57736568,-0.736573045,1.21459768
135,1,1.13205258,-1.348464922,-0.503427956,-0.234588081,-0.578871736,1.312683887,-0.317959245,0.918477168,-2.376626198,-0.765977267,-1.293722976,-0.221125978,-0.736573045,-0.823317891
136,1,-0.45902624,-0.782952268,-0.503427956,-1.230715815,-0.793314923,1.312683887,1.338078489,0.918477168,0.449326475,1.046986678,-1.293722976,1.674626436,-0.736573045,1.21459768
137,1,-1.254565649,0.348073038,-1.427148975,-1.230715815,-0.020956059,0.168067203,0.510059622,-0.870183334,0.449326475,0.140504706,0.611612776,-0.311399902,-0.736573045,-0.823317891
138,1,-0.45902624,-1.348464922,1.344014083,1.757667386,-1.264706368,1.721215264,0.510059622,-1.764513585,-0.963649862,0.140504706,-0.3410551,0.320517569,1.138296382,-0.823317891
139,1,0.33651317,0.348073038,1.344014083,0.263475785,0.391496383,1.721215264,-0.317959245,0.024146917,0.449326475,-0.765977267,0.611612776,-0.401673827,1.138296382,1.21459768
140,1,1.13205258,1.479098345,-0.503427956,0.263475785,0.660186188,1.721215264,1.338078489,-0.870183334,-0.963649862,1.046986678,-1.293722976,0.862161116,-0.736573045,1.21459768
141,1,1.13205258,-1.065708595,-0.503427956,1.757667386,0.659120973,1.721215264,1.338078489,-1.764513585,0.449326475,1.046986678,-1.293722976,2.57736568,-0.736573045,-0.823317891
142,1,-0.45902624,0.348073038,-0.503427956,0.263475785,1.043951345,1.721215264,1.338078489,-0.870183334,-0.963649862,1.046986678,0.611612776,0.591339342,-0.736573045,1.21459768
143,1,1.13205258,-1.065708595,1.344014083,-0.234588081,0.025650335,-0.740466171,-1.973996978,-0.870183334,0.449326475,0.140504706,0.611612776,-0.401673827,-0.736573045,-0.823317891
144,1,1.13205258,1.479098345,-0.503427956,0.263475785,0.018845547,1.721215264,-0.317959245,0.918477168,-0.963649862,1.046986678,0.611612776,-0.943317374,-0.736573045,-0.823317891
145,1,1.13205258,0.065316711,-0.503427956,-0.732651948,0.064681068,1.721215264,1.338078489,0.918477168,0.449326475,1.046986678,-1.293722976,0.95243504,-0.736573045,1.21459768
